# Experimental Run Tue Nov 13 21:35:46 CET 2018
Best Score,Run Time Milliseconds,Total Evaluations
"645180.0","1282","47587"
"648633.0","1640","61422"
"654755.0","766","28670"
"646771.0","1062","39429"
"654480.0","672","24587"
"643463.0","1313","48815"
"641516.0","1093","40179"
"650942.0","891","32752"
"647372.0","1416","51620"
"657541.0","702","25359"
"640885.0","1420","52943"
"652239.0","956","35173"
"643412.0","1420","52636"
"647196.0","1103","41281"
"636958.0","1103","41209"
"642676.0","2654","98205"
"647273.0","1002","37336"
"651781.0","1019","37855"
"664267.0","470","17448"
"651836.0","771","27904"
"649093.0","648","23825"
"644471.0","972","35820"
"646495.0","1620","59776"
"652080.0","886","33036"
"660950.0","470","17193"
"656793.0","696","25352"
"638539.0","1616","59532"
"648269.0","1156","42947"
"653138.0","641","23372"
"655653.0","687","25607"
"649515.0","1000","36591"
"656558.0","875","32497"
"651977.0","1266","46775"
"631174.0","1875","70003"
"663172.0","421","15674"
"664373.0","532","20126"
"655253.0","844","31473"
"641611.0","1266","46537"
"662474.0","640","23314"
"652087.0","828","29687"
"650081.0","781","29181"
"652450.0","1328","49334"
"652050.0","1000","37603"
"641048.0","875","32497"
"645019.0","1391","51620"
"648314.0","766","28697"
"644661.0","1390","51892"
"653965.0","906","33028"
"652335.0","1032","37712"
"648851.0","1187","44679"
"641470.0","1672","62332"
"632617.0","1531","56717"
"635038.0","1656","62108"
"657264.0","516","19494"
"656155.0","937","34059"
"645890.0","906","33260"
"652263.0","547","20507"
"659331.0","609","22292"
"658624.0","672","25101"
"654094.0","438","16439"
"653220.0","1188","45265"
"649984.0","906","33008"
"645383.0","1563","58002"
"646074.0","1234","46270"
"647854.0","829","31474"
"665715.0","422","15925"
"640307.0","891","32761"
"657731.0","531","19517"
"650255.0","531","19496"
"656976.0","688","25861"
"634638.0","1828","67691"
"645014.0","1625","60590"
"654606.0","766","28166"
"650779.0","906","33767"
"650245.0","1031","38243"
"655427.0","672","24841"
"656358.0","766","28160"
"645236.0","1140","41987"
"657372.0","719","26702"
"643259.0","1109","40958"
"652049.0","953","35048"
"660886.0","563","19743"
"644763.0","1297","45764"
"645124.0","1234","46007"
"644269.0","1391","51952"
"655983.0","625","22804"
"647203.0","1531","56990"
"637793.0","1515","56286"
"652455.0","1094","40661"
"641882.0","1328","49717"
"642707.0","1094","40267"
"648502.0","1422","53408"
"644338.0","1359","50624"
"648735.0","1266","46812"
"644322.0","1046","39380"
"649594.0","1094","40674"
"648253.0","734","27715"
"649203.0","656","24332"
"650021.0","922","34094"
"652455.0","1109","41205"
"648991.0","1328","49577"
"646561.0","1187","44739"
"652174.0","860","31226"
"664297.0","500","18750"
"657322.0","812","30084"
"646159.0","953","36069"
"632880.0","1437","52636"
"647785.0","1000","37441"
"652644.0","641","23575"
"641077.0","922","34290"
"647288.0","1406","52733"
"651522.0","578","21548"
"649488.0","1031","38871"
"636974.0","1125","42185"
"644784.0","1140","42188"
"644167.0","1250","46780"
"655514.0","578","21068"
"650058.0","1297","48829"
"643480.0","1296","48557"
"642457.0","1282","47536"
"644249.0","1453","53407"
"645604.0","1375","50623"
"646688.0","1125","40402"
"647607.0","1453","54423"
"652897.0","593","21795"
"631687.0","1969","73808"
"647413.0","688","25109"
"644342.0","1843","69258"
"638732.0","1703","63135"
"655807.0","860","32140"
"646566.0","1218","45508"
"649492.0","813","29978"
"654440.0","1156","43491"
"653420.0","1172","43733"
"638240.0","1109","41162"
"650555.0","1047","38616"
"651308.0","1078","37363"
"652195.0","828","31227"
"655951.0","765","28668"
"638886.0","1891","70544"
"666569.0","391","14436"
"644272.0","953","35142"
"657615.0","656","24851"
"641376.0","1234","46015"
"649269.0","1188","43968"
"657829.0","484","17743"
"651130.0","891","32496"
"653042.0","953","36071"
"649338.0","1125","41433"
"653207.0","922","33904"
"637513.0","1344","50347"
